name,link,label
lotus_video_39.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/muong-nhe-cham-lo-doi-song-cho-hoc-sinh-ban-tru-tai-truong-ptdtbt-tieu-hoc-nam-po-15707602892672090415438-0bcd6.mp4, not_entertainment
lotus_video_40.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/Y2bdLgSzqaA-15693135449071998635701.mp4, unknow
lotus_video_41.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/7299288324121314923368755452671525863817216n-157067845899630006067-67530.mp4, entertainment
lotus_video_42.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/dap-heo-thu-duoc-3-ty-15700235359461724383162-770a3.mp4, entertainment
lotus_video_43.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/vay-du-sexy-lady-chua-15700235387611383981676-7b5ab.mp4, entertainment
lotus_video_44.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/spnEXWqDljI-15693135448691763081713.mp4, unknow
lotus_video_45.mp4,https://kingcontent.lotuscdn.vn/2019/10/8/khi-to-va-so-tha-thinh-nhau-va-cai-ket-dang-15705238439511198415028-9730d.mp4, entertainment
lotus_video_46.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/nam-po-cong-dong-chung-tay-xay-dung-moi-truong-giao-duc-an-toan-o-truong-tieu-hoc-cha-cang-15707602450731571191638-cec26.mp4, not_entertainment
lotus_video_47.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/72384331490035934883272256695003982594048n-15706784029231510312233-73b92.mp4, not_entertainment
lotus_video_48.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/video-1038130864-2-15700235388082057406300-2a968.mp4, entertainment
lotus_video_49.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/4OBL6fU6zqM-15693135195731553451453.mp4, unknow
lotus_video_50.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/nang-di-bat-luong-15700235377181056980766-fcf21.mp4, unknow
lotus_video_51.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/260445453281415409278743844800087100227584n-1570678347456132949473-8a55e.mp4, unknow
lotus_video_52.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/chuyen-le-quy-don-dien-bien-cau-chuyen-thoi-thanh-xuan-soi-noi-10a5-nam-hoc-2015-2016-15707600493982073362855-cb0cc.mp4, entertainment
lotus_video_53.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/ngua-sieu-nhay-15700235377871105167115-9244f.mp4, entertainment
lotus_video_54.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/edu-minh-nhat-nghi-luan-xa-hoi-p1-1571033066153174125094-8d1cf.mp4, not_entertainment
lotus_video_55.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/ujHqd1NI9tg-1569313504576993244317.mp4, unknow
lotus_video_56.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/abc-1570676719132563589513-8d1f3.mp4, not_entertainment
lotus_video_57.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/tua-chua-trao-tang-cong-trinh-nha-lop-hoc-cho-diem-truong-seo-mi-chai-2-ptdtbt-tieu-hoc-sin-chai-15707600189341643616352-198b8.mp4, not_entertainment
lotus_video_58.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/phim-dong-tinh-lgbt-web-drama-mua-thu-o-ngoi-nha-trong-rung-tap-3-phim-bach-hop-2019-muoi-tv-1571112589643719295547-3983f.mp4, entertainment
lotus_video_59.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/yoga-bai-2-tap-voi-ghe-done-2-1570714289043104977765-1352c.mp4, entertainment
lotus_video_60.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/phu-nu-that-nguy-hiem-15700235379131272113591-9f0ce.mp4, entertainment
lotus_video_61.mp4,https://kingcontent.lotuscdn.vn/2019/10/1/aov-september-update-aov-lite-is-back-garena-aov-15699155881211029474290-95a8a.mp4, entertainment
lotus_video_62.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/nhung-mon-do-cong-nghe-ma-ban-chua-bao-gio-nhin-thay-p17--day-la-noi-ban-se-tim-thay-nhung-cong-nghe-moi-cua-loai-nguoi-1570640204631944981974-bca82.mp4, entertainment
lotus_video_63.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/tinh-yeu-mat-roi-co-tim-lai-duoc-1570898057810713012054-4c900.mp4, entertainment
lotus_video_64.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/san-ban-truoc-mua-dong-p2-ho-bat-tat-ca-rua-truoc-mua-dong-1570640204447870888428-77fcc.mp4, unknow
lotus_video_65.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/sau-nay-minh-khong-den-duoc-voi-nhausau-nay-chung-ta-deu-hanh-phuc-chi-la-khong-cung-nhau-15708980577451044944439-2cf80.mp4, entertainment
lotus_video_66.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/rhKS4dQXKEI-15693135032522012037612.mp4, unknow
lotus_video_67.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/cuoc-dua-ki-thu-1570023535702681826836-31eec.mp4, entertainment
lotus_video_68.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/u35-1570856858284638205479-beca9.mp4, entertainment
lotus_video_69.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/sua-tui-xach-bang-keo-cao-su--ban-nghi-sao-ve-viec-dung-keo-cao-su-va-chocolate-boc-duong-de-sua-tui-da-1570640204458817365173-f3f49.mp4, entertainment
lotus_video_70.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/chuyen-le-quy-don-dien-bien-bieu-dien-vo-thuat-qua-chat-15707599498791505392302-442e1.mp4, entertainment
lotus_video_71.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/feedy-viet-nam-quotmat-tron-mat-detquot-voi-mon-thit-chuot-nuong-sa-ot-1571038526764231503400-d3e81.mp4, entertainment
lotus_video_72.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/726712799419704961677494625425416943828992n-1570676672955407315611-c80eb.mp4, entertainment
lotus_video_73.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/nhung-tai-nang-dang-kinh-ngac-ban-chua-tung-thay-p2-15706402045561090115580-b9b04.mp4, entertainment
lotus_video_74.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/3727khamphavungmuoiguerandephapkkmn2jvn03274015072019-15711086354782124160901-b4206.mp4, entertainment
lotus_video_75.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/qua-nhay-15700235380311157111103-6d667.mp4, entertainment
lotus_video_76.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/719952855778073696255522376301032876539904n-15708758953112031242883-0cf70.mp4, entertainment
lotus_video_77.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/khi-cac-sieu-dau-bep-tro-tai-nang-cuoc-tranh-tai-giua-cac-sieu-dau-bep-chuyen-nghiep-157064020469986646694-3a55a.mp4, entertainment
lotus_video_78.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/ngoai-pho-co-gi-vui-p3-xem-ma-lay-dong-luc-ra-khoi-nha-di-nha--15708973236521254180837-7003c.mp4, entertainment
lotus_video_79.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/co-gai-tre-voi-tinh-yeu-thuong-dong-vat-co-tu-bo-su-nghiep-tiep-vien-hang-khong-va-giup-kiem-tra-co-the-ca-voi-15706392290241410173231-ddfc7.mp4, entertainment
lotus_video_80.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/phai-dep-de-dan-mat-may-dua-hamcach-tot-nhat-de-dan-mat-may-dua-ham-la-phai-dep-hon-no-157089732371319094396-a19aa.mp4, entertainment
lotus_video_81.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/nhac-che-30-dem-giao-thua-tung-chua-vua-nhac-che-cover-video-4k-1-1570697964461666981544-e124d.mp4, entertainment
lotus_video_82.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/day-la-ly-do-vi-sao-ban-nen-di-du-lich--day-la-nhung-ly-do-vi-sao-ban-nen-di-du-lich-cang-nieu-cang-tot-trong-cuoc-doi-cua-chung-ta-1570639229055273493188-e93ca.mp4, entertainment 
lotus_video_83.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/yoga-bai-1-tap-voi-ghe-done-1-1570714289028250099829-9bced.mp4, entertainment
lotus_video_84.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/OyzbRwL-sWY-1569313503311782279638.mp4, unknow
lotus_video_85.mp4,https://kingcontent.lotuscdn.vn/2019/10/6/shbdbdb-1570375724267493381968-9a996.mp4, entertainment
lotus_video_86.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/7264948211501994985048515415382357806940160n-1570676629506114380004-98c2e.mp4, entertainment
lotus_video_87.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/thit-ba-chi-ap-chao-kieu-ng-nung-page-1571039249535916503710-0d508.mp4, entertainment
lotus_video_88.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/feedy-viet-nam-khoai-tay-chien-sot-bo-mat-ong-doc-dao-ngot-ngao-15710382092731985204060-83229.mp4, entertainment
lotus_video_89.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/nang-nong-thi-lam-gi-157002353772181464115-3d913.mp4, entertainment
lotus_video_90.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/khai-giang-truong-nguoi-ta-de-mi-mua-cho-ma-xem-thpt-thanh-pho-dien-bien-phu-1570759876353734150821-38259.mp4, entertainment
lotus_video_91.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/khi-giam-doc-dien-xuatkhi-ban-lam-giam-doc-nhung-lai-thich-dien-xuat-15708973235461272606260-2a008.mp4, entertainment
lotus_video_92.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/nhung-mon-do-cong-nghe-ma-ban-chua-bao-gio-nhin-thay-p18--day-la-noi-ban-se-tim-thay-nhung-cong-nghe-moi-cua-loai-nguoi-15706392292481406898092-696f4.mp4, entertainment
lotus_video_93.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/hoc-van-hh-15711178186562002548052-b543b.mp4, entertainment
lotus_video_94.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/nhung-mon-do-cong-nghe-ma-ban-chua-bao-gio-nhin-thay-p18--day-la-noi-ban-se-tim-thay-nhung-cong-nghe-moi-cua-loai-nguoi-15706392292481406898092-696f4.mp4, entertainment
lotus_video_95.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/san-ban-truoc-mua-dong-p1-1570639229289315256578-38e51.mp4, entertainment
lotus_video_96.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/khi-ban-trai-quoc-dan-do-nguoi-yeuuoc-gi-cung-co-anh-nguoi-yeu-dang-yeu-nhu-vay-15708973235201578464477-cfedb.mp4, entertainment
lotus_video_97.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/aOG7SiZBxQE-15693133080691826143876.mp4, unknow
lotus_video_98.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/chat-dua-nhu-the-nao-la-dung-chat-15700235356701726641879-33138.mp4, entertainment
lotus_video_99.mp4,https://kingcontent.lotuscdn.vn/2019/10/8/fun-cover-anh-oi-o-lai-toofp-ft-ko-1570521951564693706060-e2911.mp4, entertainment
lotus_video_100.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/726213465876470117720402705313742706442240n-15706766084181026113088-d6df2.mp4, entertainment
lotus_video_101.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/banh-cuon-page-15710381110212021130812-38aae.mp4, entertainment
lotus_video_102.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/feedy-viet-nam-nhin-la-thich-an-thu-la-me-voi-mon-trung-ngot-foi-15710380438461590637611-d00f2.mp4, entertainment
lotus_video_103.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/234-15708569653911815858863-d4818.mp4, entertainment
lotus_video_104.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/tp-dien-bien-phu-truong-tieu-hoc-nam-thanh-phoi-hop-cong-ty-nam-a-trao-tang-mu-bao-hiem-cho-hs-15707597776792100627917-51310.mp4, not_entertainment
lotus_video_105.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/sinh-vat-bien-bat-ngo-tren-bai-bien-p-4-co-rat-nhieu-xac-cac-sinh-vat-ky-di-duoi-day-dai-duong-troi-dat-vao-bo-bien-15706392291461264721241-ca310.mp4, entertainment
lotus_video_106.mp4,https://kingcontent.lotuscdn.vn/2019/10/1/ke-hoach-giat-chong-bai-hoc-cho-ke-ngoai-tinh-va-con-giap-thu-13-phim-ngan-muoi-tv-15699203279811821722192-48fdf.mp4, entertainment
lotus_video_107.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/lam-sao-may-man-tron-ven-cung-anh-15700235367901901920525-8f238.mp4, entertainment
lotus_video_108.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/3769vedepcuahoulungurtrungquoc0s0kdqvr02302717072019-1571108207888160380140-80233.mp4, entertainment
lotus_video_109.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/instagram-15708931031031914155575-76e14.mp4, unknow
lotus_video_110.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/nguoi-chet-giet-nguoi-song-1-1571117738136919456476-a79ad.mp4, not_entertainment
lotus_video_111.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/khi-tong-tai-ba-dao-to-tinhkhi-tong-tai-bat-trend-de-to-tinh-1570897323599891152344-f38ae.mp4, entertainment
lotus_video_112.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/ve-tranh-tren-la-cay-loai-hinh-nghe-thuat-co-nay-hien-khong-con-pho-bien-nen-toi-muon-gin-giu-suc-song-cua-no-qua-thoi-gian-1570638455530692134647-4f014.mp4, entertainment
lotus_video_113.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/dang-sau-nhung-buc-anh-dep-su-hi-sinh-tham-lang-cua-bac-chup-anh-1570896660115893778887-b05aa.mp4, entertainment
lotus_video_114.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/gap-khach-hang-ham-nen-xu-ly-the-naochi-dep-chu-chi-khong-co-de-dai-nha-15708966602911920760824-4893e.mp4, entertainment
lotus_video_115.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/nhung-mon-do-cong-nghe-ma-ban-chua-bao-gio-nhin-thay-p12--day-la-noi-ban-se-tim-thay-nhung-cong-nghe-moi-cua-loai-nguoi-15706384553771836676546-1ffc8.mp4, entertainment
lotus_video_116.mp4,https://kingcontent.lotuscdn.vn/2019/10/8/massage-thu-nho-mui-15705260790291350208949-1fc1a.mp4, entertainment
lotus_video_117.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/qVDjKALwugI-15693132918471372310594.mp4, unknow
lotus_video_118.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/makeup-1570603650480749258872-322bb.mp4, entertainment 
lotus_video_119.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/170e-15710433151301909123589-7e3af.mp4, entertainment
lotus_video_120.mp4,https://kingcontent.lotuscdn.vn/2019/10/6/hdbd-nm-15703757243321712714071-85cad.mp4, entertainment
lotus_video_121.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/716191815409102500549187693683657306800128n-1571123618497671189673-d73db.mp4, entertainment
lotus_video_122.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/726160294125318961169121709094953117810688n-1570676583559553181301-76b8b.mp4, entertainment
lotus_video_123.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/ky-nang-song-facebook-dang-lam-con-nguoi-ta-xa-nhau-15710373252991934031046-2f456.mp4, unknow
lotus_video_124.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/lau-ca-chep-page-1571037272388706222558-f488b.mp4, entertainment
lotus_video_125.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/feedy-viet-nam-canh-bao-mon-an-de-nghien-banh-khoai-lang-nuong-15710378851731922982759-18615.mp4, entertainment
lotus_video_126.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/hoa-si-nhi-ve-tranh-dep-nhu-thien-than-p1-ngo-ngang-truoc-nhung-buc-tranh-ve-dep-nhu-that-1570638455177837973724-bc58d.mp4, entertainment
lotus_video_127.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/168e-15710433151261858063574-bb2ec.mp4, entertainment
lotus_video_128.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/lemon-cover-buoc-qua-doi-nhau-le-bao-binh-dang-phuong-anh-cover-video-4k-15710402234931022100153-8cfc0.mp4, entertainment
lotus_video_129.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/khi-vo-bao-chi-cho-uong-1-chai-thoi-1570023536763479866900-2192c.mp4, entertainment
lotus_video_130.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/tp-dien-bien-phu-cac-truong-tieu-hoc-to-chuc-tet-trung-thu-2019-cho-hoc-sinh-1570759701829159391077-9bda3.mp4, not_entertainment
lotus_video_131.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/15-bi-mat-ve-dai-hoc-bach-khoa-ha-noi-15710388615161370371536-aa952.mp4, entertainment
lotus_video_132.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/ng-y-cu-cua-chong-15711168234851726788961-245e7.mp4, not_entertainment
lotus_video_133.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/isaac-phat-cuong-dieu-nhi-choi-bo-khi-nhac-den-lien-binh-phat-15710637133701193662660-cfcca.mp4, entertainment
lotus_video_134.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/kinglive-do-hoang-duong--lop-hoc-um-ba-la-cover-vu-dao-black-pink-sieu-lay-loi-15710629948582093047856-a80c7.mp4, entertainment
lotus_video_135.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/khi-ban-co-sieu-nang-luc-p6-khong-phai-luc-nao-doc-duoc-suy-nghi-cua-nguoi-khac-cung-la-chuyen-tot-15708966604562108602754-ee72f.mp4, entertainment
lotus_video_136.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/harry-lu-b-tran-gia-giong-amee-hat-anh-danh-roi-nguoi-yeu-nay-cuc-ngot-1571062733722921731060-5d2a0.mp4, entertainment
lotus_video_137.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/harry-lu-b-tran-gia-giong-amee-hat-anh-danh-roi-nguoi-yeu-nay-cuc-ngot-1571062733722921731060-5d2a0.mp4, entertainment
lotus_video_138.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/gap-khach-hang-ham-nen-xu-ly-the-naochi-dep-chu-chi-khong-co-de-dai-nha-15708966602911920760824-4893e.mp4, entertainment
lotus_video_139.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/finaldrjmeelab2709-15707701399621684849665-36710.mp4, entertainment
lotus_video_140.mp4,https://kingcontent.lotuscdn.vn/2019/10/10/nhac-che-bup-be-ky-niem-nguyen-thien-nhon-tung-chua-vua-nhac-che-cover-video-4k-15706978118481633003407-b1208.mp4, entertainment
lotus_video_141.mp4,https://kingcontent.lotuscdn.vn/2019/10/9/ba-chia-se-ky-nang-cho-chau-gai-p1-1570638455327706619338-50ba5.mp4, entertainment
lotus_video_142.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/2062521043-15710587772142114386580.mp4, entertainment
lotus_video_143.mp4,https://kingcontent.lotuscdn.vn/2019/10/12/chim-cu-diederik-va-hanh-vi-len-lut-de-nho-trung-vao-to-loai-chim-khac-15708698486082103197669-cfbb5.mp4, not_entertainment
lotus_video_144.mp4,https://kingcontent.lotuscdn.vn/2019/9/24/9JkDkBPvDbY-15693133081192050519961.mp4, unknow
lotus_video_145.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/kinglive-quan-ap-khen-quynh-kool-xinh-moc-mac-nhung-khong-phai-gu-cua-anh-chang-157106280371598758279-2adc2.mp4, entertainment
lotus_video_146.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/kinglive-do-hoang-duong--lop-hoc-um-ba-la-cover-vu-dao-black-pink-sieu-lay-loi-15710629948582093047856-a80c7.mp4, entertainment
lotus_video_147.mp4,https://kingcontent.lotuscdn.vn/2019/10/14/169e-15710433151281008729910-5c5bc.mp4, entertainment
lotus_video_148.mp4,https://kingcontent.lotuscdn.vn/2019/10/11/phot-15707738918151915240492-35be3.mp4, entertainment
lotus_video_149.mp4,https://kingcontent.lotuscdn.vn/2019/10/6/bdbdvhbs-1570375723210260868199-294e4.mp4, not_entertainment
lotus_video_150.mp4,https://kingcontent.lotuscdn.vn/2019/10/2/giai-dua-xe-may-lien-xa-1570023536541442072461-1b241.mp4, entertainment
lotus_video_151.mp4,https://kingcontent.lotuscdn.vn/2019/10/15/thuc-pham-khong-tot-cho-nguoi-dau-mat-do-15711078689011385228309-1a7e8.mp4, not_entertainment
